STATE/UT,Year,CRIME,Boys 7-12 Years,Girls 7-12 Years,Boys 12-16 Years,Girls 12-16 Years,Boys 16-18 Years,Girls 16-18 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total
0.0,2006,0.0,1,0,43,4,66,5,110,9,119
0.0,2007,0.0,0,0,2,0,1,0,3,0,3
0.0,2007,0.0,0,0,0,0,1,0,1,0,1
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,3,0,5,2,8,2,10
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,3,0,5,2,8,2,10
0.0,2007,0.0,0,0,1,0,0,0,1,0,1
0.0,2007,0.0,0,0,1,0,0,0,1,0,1
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,2,0,4,0,12,0,18,0,18
0.0,2007,0.0,0,0,4,0,10,0,14,0,14
0.0,2007,0.0,0,0,2,0,2,0,4,0,4
0.0,2007,0.0,0,0,2,0,8,0,10,0,10
0.0,2007,0.0,0,0,3,0,13,0,16,0,16
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,3,0,19,2,22,2,24
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,4,0,2,0,6,0,6
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,1,0,0,0,1,0,1
0.0,2007,0.0,0,0,6,3,39,3,45,6,51
0.0,2007,0.0,2,0,31,3,102,7,135,10,145
0.0,2008,0.0,0,0,2,0,1,0,3,0,3
0.0,2008,0.0,0,0,0,0,5,0,5,0,5
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,3,0,1,1,4,1,5
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,3,0,1,1,4,1,5
0.0,2008,0.0,0,0,0,0,1,0,1,0,1
0.0,2008,0.0,0,0,0,0,1,0,1,0,1
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,1,0,16,1,8,1,25,2,27
0.0,2008,0.0,0,0,22,0,12,0,34,0,34
0.0,2008,0.0,0,0,8,0,1,0,9,0,9
0.0,2008,0.0,0,0,14,0,11,0,25,0,25
0.0,2008,0.0,0,0,3,2,13,1,16,3,19
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,1,0,1,0,1
0.0,2008,0.0,0,0,2,0,0,0,2,0,2
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,3,0,10,0,13,0,13
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,2,0,0,0,2,0,2
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,21,1,28,0,49,1,50
0.0,2008,0.0,1,0,74,4,80,3,155,7,162
0.0,2009,0.0,1,0,2,0,6,0,9,0,9
0.0,2009,0.0,0,0,1,0,2,0,3,0,3
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,1,0,2,0,4,0,7,0,7
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,1,0,2,0,4,0,7,0,7
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,1,0,0,0,1,0,1
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,1,0,1,0,1
0.0,2009,0.0,0,0,7,0,21,1,28,1,29
0.0,2009,0.0,0,0,3,1,22,0,25,1,26
0.0,2009,0.0,0,0,3,0,5,0,8,0,8
0.0,2009,0.0,0,0,0,1,17,0,17,1,18
0.0,2009,0.0,0,0,5,1,10,4,15,5,20
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,1,0,0,0,0,0,1,0,1
0.0,2009,0.0,0,0,3,0,13,0,16,0,16
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,1,4,0,4,1,5
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,1,0,1,0,1
0.0,2009,0.0,0,0,17,0,24,2,41,2,43
0.0,2009,0.0,3,0,41,3,108,7,152,10,162
0.0,2010,0.0,0,0,2,0,1,0,3,0,3
0.0,2010,0.0,0,0,0,0,1,0,1,0,1
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,5,0,5,0,10,0,10
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,5,0,5,0,10,0,10
0.0,2010,0.0,0,0,1,0,1,0,2,0,2
0.0,2010,0.0,0,0,1,0,1,0,2,0,2
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,2,0,2,0,4,0,4
0.0,2010,0.0,0,0,16,0,21,0,37,0,37
0.0,2010,0.0,0,0,7,0,7,0,14,0,14
0.0,2010,0.0,0,0,9,0,14,0,23,0,23
0.0,2010,0.0,0,2,1,3,18,0,19,5,24
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,2,0,0,0,2,0,2
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,4,0,4,0,4
0.0,2010,0.0,1,0,9,0,20,0,30,0,30
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,2,0,6,0,8,0,8
0.0,2010,0.0,0,0,0,0,1,0,1,0,1
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,1,0,1,0,1
0.0,2010,0.0,1,0,11,4,62,1,74,5,79
0.0,2010,0.0,2,2,51,7,143,1,196,10,206
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,1,0,0,0,1,0,1
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,1,0,0,0,1,0,1
0.0,2001,0.0,0,0,2,0,0,0,2,0,2
0.0,2002,0.0,1,0,0,0,0,0,1,0,1
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,1,0,0,0,1,0,1
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,1,0,0,0,1,0,1
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,1,0,2,0,0,0,3,0,3
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,5,0,0,0,5,0,5
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,1,0,0,0,0,0,1,0,1
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,1,0,0,0,0,0,1,0,1
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,10,0,0,0,10,0,10
0.0,2003,0.0,0,0,2,0,0,0,2,0,2
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,2,0,0,0,2,0,2
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,0,0,0,0,0,0,0,0,0
0.0,2003,0.0,1,0,17,0,0,0,18,0,18
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,1,0,0,0,1,0,1
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,5,0,0,0,5,0,5
0.0,2004,0.0,0,0,1,0,0,0,1,0,1
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,1,0,0,0,1,0,1
0.0,2004,0.0,0,0,1,0,0,0,1,0,1
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,0,0,0,0,0,0,0
0.0,2004,0.0,0,0,3,0,0,0,3,0,3
0.0,2004,0.0,0,0,11,0,0,0,11,0,11
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,1,0,0,0,1,0,1
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,1,0,0,0,1,0,1
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,1,0,0,0,1,0,1
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,2,0,0,0,2,0,2
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,0,0,0,0,0,0,0
0.0,2005,0.0,0,0,2,0,0,0,2,0,2
0.0,2005,0.0,0,0,6,0,0,0,6,0,6
0.0,2006,0.0,0,0,0,0,1,0,1,0,1
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,3,0,0,0,3,0,3
0.0,2006,0.0,0,0,3,0,0,0,3,0,3
0.0,2006,0.0,0,0,2,0,0,0,2,0,2
0.0,2006,0.0,0,0,1,0,0,0,1,0,1
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,0,0,0,0,0,0,0
0.0,2006,0.0,0,0,6,0,1,0,7,0,7
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,3,0,0,0,0,0,3,3
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,1,0,0,0,0,0,1,0,1
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,1,0,0,0,0,0,1,0,1
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,3,0,0,0,0,0,3,0,3
0.0,2007,0.0,1,1,0,0,0,0,1,1,2
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,1,1,0,0,0,0,1,1,2
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,1,0,0,0,0,0,1,0,1
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,0,0,0,0,0,0,0,0,0
0.0,2007,0.0,5,0,0,0,0,0,5,0,5
0.0,2007,0.0,11,4,0,0,0,0,11,4,15
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,1,0,0,0,1,0,1
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,2,1,0,0,2,1,3
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,1,1,0,0,1,1,2
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,0,0,0,0,0,0,0
0.0,2008,0.0,0,0,3,2,0,0,3,2,5
0.0,2008,0.0,0,0,7,4,0,0,7,4,11
0.0,2009,0.0,0,0,1,0,0,0,1,0,1
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,3,0,0,0,3,0,3
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,1,0,0,0,1,0,1
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,1,0,0,0,1,0,1
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,0,0,0,0,0,0,0
0.0,2009,0.0,0,0,2,1,0,1,2,2,4
0.0,2009,0.0,0,0,8,1,0,1,8,2,10
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,5,0,0,0,5,0,5
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,1,0,0,0,1,0,1
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,1,0,0,0,1,0,1
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,4,0,0,1,4,1,5
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,3,2,0,0,3,2,5
0.0,2010,0.0,0,0,0,0,1,0,1,0,1
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,0,0,0,0,0,0,0,0,0
0.0,2010,0.0,1,0,1,0,0,0,2,0,2
0.0,2010,0.0,0,0,4,4,0,0,4,4,8
0.0,2010,0.0,1,0,18,6,1,1,20,7,27
0.0,2001,0.0,3,0,7,2,3,30,13,32,45
0.0,2001,0.0,12,0,12,2,2,3,26,5,31
0.0,2001,0.0,0,0,0,0,0,1,0,1,1
0.0,2001,0.0,0,0,2,7,1,30,3,37,40
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,2,7,1,30,3,37,40
0.0,2001,0.0,0,0,3,0,4,1,7,1,8
0.0,2001,0.0,0,0,2,0,3,1,5,1,6
0.0,2001,0.0,0,0,1,0,1,0,2,0,2
0.0,2001,0.0,0,0,1,0,4,0,5,0,5
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,11,0,12,0,1,0,24,0,24
0.0,2001,0.0,32,0,34,0,0,0,66,0,66
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,32,0,34,0,0,0,66,0,66
0.0,2001,0.0,2,0,5,0,5,3,12,3,15
0.0,2001,0.0,1,0,6,3,0,4,7,7,14
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,1,0,0,0,1,0,1
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,15,0,15,15
0.0,2001,0.0,0,0,0,1,0,0,0,1,1
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,0,0,0,0,0,0,0,0,0
0.0,2001,0.0,1,0,12,0,1,5,14,5,19
0.0,2001,0.0,62,0,95,15,21,92,178,107,285
0.0,2002,0.0,4,0,1,0,1,0,6,0,6
0.0,2002,0.0,0,0,4,0,0,0,4,0,4
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,3,0,5,0,30,0,38,0,38
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,3,0,5,0,30,0,38,0,38
0.0,2002,0.0,0,0,1,0,4,0,5,0,5
0.0,2002,0.0,0,0,1,0,2,0,3,0,3
0.0,2002,0.0,0,0,0,0,2,0,2,0,2
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,1,0,2,0,3,0,3
0.0,2002,0.0,0,0,1,0,6,0,7,0,7
0.0,2002,0.0,0,0,1,1,0,0,1,1,2
0.0,2002,0.0,5,0,67,0,24,0,96,0,96
0.0,2002,0.0,1,0,5,0,2,0,8,0,8
0.0,2002,0.0,4,0,62,0,22,0,88,0,88
0.0,2002,0.0,8,0,41,0,1,4,50,4,54
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,2,0,0,0,0,0,2,0,2
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,12,0,13,0,1,0,26,0,26
0.0,2002,0.0,0,0,0,0,0,8,0,8,8
0.0,2002,0.0,0,0,0,0,11,0,11,0,11
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
0.0,2002,0.0,0,0,0,0,0,0,0,0,0
