STATE_UT,DISTRICT,YEAR,MURDER,ATTEMPT_TO_MURDER,CULPABLE_HOMICIDE_NOT_AMOUNTING_TO_MURDER,RAPE,CUSTODIAL_RAPE,OTHER_RAPE,KIDNAPPING_ABDUCTION,KIDNAPPING_AND_ABDUCTION_OF_WOMEN_AND_GIRLS,KIDNAPPING_AND_ABDUCTION_OF_OTHERS,DACOITY,PREPARATION_AND_ASSEMBLY_FOR_DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,OTHER_THEFT,RIOTS,CRIMINAL_BREACH_OF_TRUST,CHEATING,COUNTERFIETING,ARSON,HURT_GREVIOUS_HURT,DOWRY_DEATHS,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,INSULT_TO_MODESTY_OF_WOMEN,CRUELTY_BY_HUSBAND_OR_HIS_RELATIVES,IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRIES,CAUSING_DEATH_BY_NEGLIGENCE,OTHER_IPC_CRIMES,TOTAL_IPC_CRIMES,STATES_UTS,ATTEMPT_TO_COMMIT_MURDER,ATTEMPT_TO_COMMIT_CULPABLE_HOMICIDE,CUSTODIAL_GANG_RAPE,CUSTODIAL_OTHER_RAPE,RAPE_OTHER_THAN_CUSTODIAL,RAPE_GANG_RAPE,RAPE_OTHERS,ATTEMPT_TO_COMMIT_RAPE,KIDNAPPING_ABDUCTION_TOTAL,KIDNAPPING_ABDUCTION_IN_ORDER_TO_MURDER,KIDNAPPING_FOR_RANSOM,KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,OTHER_KIDNAPPING,DACOITY_WITH_MURDER,OTHER_DACOITY,MAKING_PREPARATION_AND_ASSEMBLY_FOR_COMMITTING_DACOITY,CRIMINAL_TRESPASS_BURGLARY,CRIMINAL_TRESPASS_OR_BURGLARY,HOUSE_TRESPASS_HOUSE_BREAKING,OTHER_THEFTS,UNLAWFUL_ASSEMBLY,RIOTS_COMMUNAL,RIOTS_INDUSTRIAL,RIOTS_POLITICAL,RIOTS_CASTE_CONFLICT,RIOTS_SC_STS_VS_NON_SCS_STS,RIOTS_OTHER_CASTE_CONFLICT,RIOTS_AGRARIAN,RIOTS_STUDENTS,RIOTS_SECTARIAN,RIOTS_OTHERS,FORGERY,COUNTERFEITING,COUNTERFEIT_OFFENCES_RELATED_TO_COUNTERFEIT_COIN,COUNTERFEITING_GOVERNMENT_STAMP,COUNTERFEIT_CURRENCY_BANK_NOTES,COUNTERFEITING_CURRENCY_NOTES_BANK_NOTES,USING_FORGED_OR_COUNTERFEITING_CURRENCY_BANK_NOTES,POSSESSION_OF_FORGED_OR_COUNTERFEITING_CURRENCY_BANK_NOTES,MAKING_OR_POSSESSING_MATERIALS_FOR_FORGED_CURRENCY_BANK_NOTES,MAKING_OR_USING_DOCUMENTS_RESEMBLING_CURRENCY,GRIEVOUS_HURT,HURT,ACID_ATTACK,ATTEMPT_TO_ACID_ATTACK,SEXUAL_HARASSMENT,ASSAULT_OR_USE_OF_CRIMINAL_FORCE_TO_WOMEN_WITH_INTENT_TO_DISROBE,VOYEURISM,STALKING,OTHER_ASSAULT_ON_WOMEN,INSULT_TO_THE_MODESTY_OF_WOMEN,AT_OFFICE_PREMISES,OTHER_PLACES_RELATED_TO_WORK,IN_PUBLIC_TRANSPORT_SYSTEM,"PLACES_OTHER_THAN_231,_232_233",IMPORTATION_OF_GIRLS_FROM_FOREIGN_COUNTRY,DEATHS_DUE_TO_NEGLIGENT_DRIVING_ACT,DEATHS_DUE_TO_OTHER_CAUSES,OFFENCES_AGAINST_STATE,SEDITION,OTHER_OFFENCES_AGAINST_STATE,OFFENCES_PROMOTING_ENMITY_BETWEEN_DIFFERENT_GROUPS,PROMOTING_ENMITY_BETWEEN_DIFFERENT_GROUPS,"IMPUTATION,_ASSERTIONS_PREJUDICIAL_TO_NATIONAL_INTEGRATION",EXTORTION,DISCLOSURE_OF_IDENTITY_OF_VICTIMS,INCIDENCE_OF_RASH_DRIVING,HUMANTRAFFICKING,UNNATURAL_OFFENCE,TOTAL_COGNIZABLE_IPC_CRIMES,TOTAL_CRIMES,CRIME_YOY_CHANGE,CRIME_3YR_AVG,RISK_LABEL,RISK_CODE,DISTRICT_ENCODED,LAT,LON,VIOLENT_CRIME_INDEX,WOMEN_CRIME_INDEX,PROPERTY_CRIME_INDEX,IS_SPIKE,DISTRICT_NORM,DISTRICT_CENSUS,POPULATION,POP_MALE,POP_FEMALE,POP_URBAN,POP_RURAL,POP_SC,POP_ST,LITERATE,WORKERS_TOTAL,LITERACY_RATE,SEX_RATIO,URBANIZATION_RATE,SC_PERCENTAGE,ST_PERCENTAGE,WORKER_PARTICIPATION,VULNERABILITY_INDEX,MURDER_PER_LAKH,RAPE_PER_LAKH,KIDNAPPING_ABDUCTION_PER_LAKH,TOTAL_CRIMES_PER_LAKH,THEFT_PER_LAKH,BURGLARY_PER_LAKH,DOWRY_DEATHS_PER_LAKH,VIOLENT_CRIME_INDEX_PER_LAKH,WOMEN_CRIME_INDEX_PER_LAKH,PROPERTY_CRIME_INDEX_PER_LAKH
Karnataka,GADAG,2013,24,25.0,0,18,0,18.0,13,10.0,3.0,1,0.0,12,39.0,75,39,36.0,104,2,27,0.0,5,130.0,1,40,0.0,36,0.0,140,400,1092.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2290.0,1.87,2274.7,LOW,0,15,15.4298,75.6369,68,95,182.0,0,GADAG,GADAG,1064570.0,537147.0,527423.0,0.0,0.0,174196.0,61654.0,700177.0,495722.0,65.77,981.9,0.0,16.36,5.79,46.57,50.34,2.25,1.69,1.22,215.11,7.05,3.66,0.09,6.39,8.92,17.1
KARNATAKA,GULBARGA,2001,95,83.0,3,20,0,20.0,35,21.0,14.0,10,3.0,61,246.0,268,55,213.0,423,6,68,0.0,25,1148.0,6,143,1.0,104,0.0,0,1421,4169.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8661.0,0.0,8661.0,LOW,0,16,17.3297,76.8343,221,273,643.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.7,0.78,1.36,337.49,10.44,9.59,0.23,8.61,10.64,25.06
KARNATAKA,GULBARGA,2002,79,76.0,7,24,0,24.0,43,32.0,11.0,3,4.0,46,173.0,258,56,202.0,368,6,47,1.0,19,1163.0,4,119,6.0,73,0.0,0,1484,4003.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8331.0,-3.81,8496.0,LOW,0,16,17.3297,76.8343,195,220,540.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.08,0.94,1.68,324.63,10.05,6.74,0.16,7.6,8.57,21.04
KARNATAKA,GULBARGA,2003,88,72.0,3,14,0,14.0,29,20.0,9.0,5,3.0,33,199.0,190,47,143.0,334,4,67,2.0,62,1193.0,5,150,0.0,103,0.0,15,1707,4278.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8789.0,5.5,8593.7,LOW,0,16,17.3297,76.8343,169,272,507.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.43,0.55,1.13,342.47,7.4,7.75,0.19,6.59,10.6,19.76
KARNATAKA,GULBARGA,2004,102,133.0,4,23,1,22.0,40,35.0,5.0,7,9.0,27,203.0,251,89,162.0,513,15,60,0.0,45,1221.0,7,122,0.0,98,0.0,15,1789,4684.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9682.0,10.16,8934.0,LOW,0,16,17.3297,76.8343,199,250,618.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.97,0.9,1.56,377.27,9.78,7.91,0.27,7.75,9.74,24.08
KARNATAKA,GULBARGA,2005,115,111.0,0,16,0,16.0,33,17.0,16.0,7,2.0,27,191.0,290,96,194.0,472,7,76,5.0,57,1060.0,12,119,0.0,112,0.0,21,2125,4858.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10055.0,3.85,9508.7,LOW,0,16,17.3297,76.8343,198,259,660.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,4.48,0.62,1.29,391.81,11.3,7.44,0.47,7.72,10.09,25.72
KARNATAKA,GULBARGA,2006,99,125.0,2,18,0,18.0,45,28.0,17.0,7,3.0,35,190.0,278,92,186.0,494,4,90,2.0,58,1183.0,9,78,0.0,122,0.0,12,2239,5093.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10527.0,4.69,10088.0,LOW,0,16,17.3297,76.8343,204,227,654.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.86,0.7,1.75,410.2,10.83,7.4,0.35,7.95,8.85,25.48
KARNATAKA,GULBARGA,2007,91,90.0,1,35,0,35.0,54,38.0,16.0,9,3.0,64,185.0,262,83,179.0,498,17,77,2.0,46,1205.0,19,91,0.0,127,0.0,19,2057,4952.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10255.0,-2.58,10279.0,LOW,0,16,17.3297,76.8343,253,272,624.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.55,1.36,2.1,399.6,10.21,7.21,0.74,9.86,10.6,24.31
KARNATAKA,GULBARGA,2008,104,104.0,3,25,0,25.0,47,31.0,16.0,10,2.0,74,236.0,297,119,178.0,429,14,71,3.0,59,1279.0,7,75,0.0,169,0.0,22,2592,5622.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11613.0,13.24,10798.3,LOW,0,16,17.3297,76.8343,260,276,737.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,4.05,0.97,1.83,452.51,11.57,9.2,0.27,10.13,10.75,28.72
KARNATAKA,GULBARGA,2009,145,104.0,1,32,0,32.0,49,41.0,8.0,9,16.0,77,258.0,305,131,174.0,548,15,88,5.0,57,1383.0,8,68,0.0,170,0.0,22,2624,5984.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12354.0,6.38,11407.3,LOW,0,16,17.3297,76.8343,312,278,797.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,5.65,1.25,1.91,481.39,11.88,10.05,0.31,12.16,10.83,31.06
KARNATAKA,GULBARGA,2010,89,103.0,3,34,0,34.0,75,56.0,19.0,26,17.0,87,216.0,349,159,190.0,456,19,81,2.0,31,927.0,6,56,0.0,152,0.0,20,2050,4799.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10056.0,-18.6,11341.0,LOW,0,16,17.3297,76.8343,311,248,824.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.47,1.32,2.92,391.84,13.6,8.42,0.23,12.12,9.66,32.11
KARNATAKA,GULBARGA,2011,93,114.0,2,36,0,36.0,85,73.0,12.0,8,3.0,83,252.0,383,194,189.0,431,8,115,1.0,35,814.0,2,111,0.0,153,0.0,17,1791,4537.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9578.0,-4.75,10662.7,LOW,0,16,17.3297,76.8343,305,302,952.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.62,1.4,3.31,373.22,14.92,9.82,0.08,11.88,11.77,37.1
KARNATAKA,GULBARGA,2012,82,87.0,0,29,0,29.0,53,39.0,14.0,12,0.0,63,209.0,313,151,162.0,362,7,89,0.0,54,702.0,10,132,0.0,151,0.0,21,1725,4101.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8597.0,-10.24,9410.3,LOW,0,16,17.3297,76.8343,239,322,769.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.2,1.13,2.07,334.99,12.2,8.14,0.39,9.31,12.55,29.97
Karnataka,GULBARGA,2013,88,118.0,7,54,0,54.0,60,46.0,14.0,13,12.0,62,195.0,274,129,145.0,470,4,79,1.0,19,781.0,8,125,0.0,122,0.0,18,2014,4524.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9436.0,9.76,9203.7,LOW,0,16,17.3297,76.8343,277,309,681.0,0,GULBARGA,GULBARGA,2566326.0,1301755.0,1264571.0,0.0,0.0,648782.0,65259.0,1427368.0,1087028.0,55.62,971.4,0.0,25.28,2.54,42.36,56.1,3.43,2.1,2.34,367.69,10.68,7.6,0.31,10.79,12.04,26.54
KARNATAKA,HASSAN,2001,64,69.0,0,20,0,20.0,17,0.0,17.0,5,0.0,23,162.0,268,59,209.0,210,9,17,0.0,0,1483.0,4,75,1.0,68,0.0,0,1544,4039.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8383.0,0.0,8383.0,LOW,0,17,13.0072,76.0962,129,167,515.0,0,HASSAN,HASSAN,1776421.0,883667.0,892754.0,0.0,0.0,345031.0,32329.0,1225256.0,903580.0,68.97,1010.3,0.0,19.42,1.82,50.87,48.78,3.6,1.13,0.96,471.9,15.09,9.12,0.23,7.26,9.4,28.99
KARNATAKA,HASSAN,2002,74,65.0,1,11,0,11.0,26,0.0,26.0,3,1.0,22,195.0,287,70,217.0,242,19,13,2.0,91,1362.0,7,64,0.0,62,0.0,0,1553,4100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8524.0,1.68,8453.5,LOW,0,17,13.0072,76.0962,136,144,584.0,0,HASSAN,HASSAN,1776421.0,883667.0,892754.0,0.0,0.0,345031.0,32329.0,1225256.0,903580.0,68.97,1010.3,0.0,19.42,1.82,50.87,48.78,4.17,0.62,1.46,479.84,16.16,10.98,0.39,7.66,8.11,32.88
KARNATAKA,HASSAN,2003,53,67.0,0,16,0,16.0,20,9.0,11.0,9,0.0,39,257.0,348,92,256.0,200,11,34,1.0,25,1395.0,3,78,0.0,43,0.0,0,1597,4196.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8776.0,2.96,8561.0,LOW,0,17,13.0072,76.0962,137,140,742.0,0,HASSAN,HASSAN,1776421.0,883667.0,892754.0,0.0,0.0,345031.0,32329.0,1225256.0,903580.0,68.97,1010.3,0.0,19.42,1.82,50.87,48.78,2.98,0.9,1.13,494.03,19.59,14.47,0.17,7.71,7.88,41.77
KARNATAKA,HASSAN,2004,61,57.0,0,16,0,16.0,19,8.0,11.0,4,0.0,49,241.0,413,98,315.0,186,16,38,0.0,14,1252.0,9,49,0.0,72,0.0,0,1802,4298.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9044.0,3.05,8781.3,LOW,0,17,13.0072,76.0962,149,146,806.0,0,HASSAN,HASSAN,1776421.0,883667.0,892754.0,0.0,0.0,345031.0,32329.0,1225256.0,903580.0,68.97,1010.3,0.0,19.42,1.82,50.87,48.78,3.43,0.9,1.07,509.11,23.25,13.57,0.51,8.39,8.22,45.37
KARNATAKA,HASSAN,2005,63,58.0,5,10,0,10.0,21,9.0,12.0,6,0.0,31,196.0,298,97,201.0,161,7,26,1.0,0,1128.0,8,49,0.0,42,0.0,0,2010,4120.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8569.0,-5.25,8796.3,LOW,0,17,13.0072,76.0962,131,109,624.0,0,HASSAN,HASSAN,1776421.0,883667.0,892754.0,0.0,0.0,345031.0,32329.0,1225256.0,903580.0,68.97,1010.3,0.0,19.42,1.82,50.87,48.78,3.55,0.56,1.18,482.37,16.78,11.03,0.45,7.37,6.14,35.13
KARNATAKA,HASSAN,2006,61,38.0,1,13,0,13.0,11,7.0,4.0,6,0.0,25,230.0,281,88,193.0,126,11,30,2.0,13,1040.0,7,62,0.0,62,0.0,0,2280,4299.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8903.0,3.9,8838.7,LOW,0,17,13.0072,76.0962,116,144,640.0,0,HASSAN,HASSAN,1776421.0,883667.0,892754.0,0.0,0.0,345031.0,32329.0,1225256.0,903580.0,68.97,1010.3,0.0,19.42,1.82,50.87,48.78,3.43,0.73,0.62,501.18,15.82,12.95,0.39,6.53,8.11,36.03
